
-------------------------------------------------------------------------------------
SELECT ms_nazwa_miasta,ul_nazwa_ulicy,ul_sym_ul,ob_nr_domu,ob_plec,count(*) FROM ewd_obywatele,ewd_miasta,ewd_ulice 
WHERE ob_status IN('S','C') AND 
ob_ms_kod_miasta=ms_kod_miasta AND ob_ul_kod_ulicy=ul_kod_ulicy GROUP BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu, ob_plec 
ORDER BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu, ob_plec;
---------------------------------------------------------------------------------

"MS_NAZWA_MIASTA";"UL_NAZWA_ULICY";"UL_SYM_UL";"OB_NR_DOMU";"OB_PLEC";"COUNT(*)"
"S£UPSK";"STANIS£AWA LESZCZYÑSKIEGO";"10878";"4B";"¯";3
"S£UPSK";"STANIS£AWA LESZCZYÑSKIEGO";"10878";"9";"M";43
"S£UPSK";"STANIS£AWA LESZCZYÑSKIEGO";"10878";"9";"¯";47
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"1";"M";13
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"1";"¯";13
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"18";"M";27
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"18";"¯";28
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"19";"M";4
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"19";"¯";6
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"2";"M";11
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"2";"¯";11
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"20";"M";7
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"20";"¯";11
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"21";"M";4
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"21";"¯";5
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"22";"M";5
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"22";"¯";3
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"23";"¯";8
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"24";"M";6
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"24";"¯";7
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"25";"M";7
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"25";"¯";10
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"27";"M";7
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"27";"¯";8
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"28";"M";11
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"28";"¯";12
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"29";"M";6
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"29";"¯";10
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"3";"M";11
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"3";"¯";11
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"30";"M";12
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"30";"¯";16
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"31";"M";14
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"31";"¯";12
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"32";"M";19
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"32";"¯";19
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"33";"M";16
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"33";"¯";27
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"34";"M";9
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"34";"¯";14
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"4";"M";5
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"4";"¯";10
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"4A";"M";3
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"4A";"¯";7
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"5";"M";15
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"5";"¯";16
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"6";"M";15
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"6";"¯";19
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"7";"M";11
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"7";"¯";23
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"8";"M";14
"S£UPSK";"STANIS£AWA MA£ACHOWSKIEGO";"12130";"8";"¯";24
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"11";"M";27
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"11";"¯";20
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"12";"M";23
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"12";"¯";18
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"13";"M";18
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"13";"¯";16
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"7";"M";92
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"7";"¯";108
"S£UPSK";"STANIS£AWA MONIUSZKI";"13246";"7B";"¯";3
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"1";"M";1
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"1";"¯";1
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"11";"M";2
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"11";"¯";1
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"15-17";"M";1
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"15-17";"¯";1
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"16";"M";2
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"16";"¯";2
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"2";"M";3
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"2";"¯";2
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"3";"M";1
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"3";"¯";2
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"7";"M";2
"S£UPSK";"STANIS£AWA REPELOWSKIEGO";"31138";"7";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"1";"M";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"1";"¯";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"11";"M";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"11";"¯";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"13";"M";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"13";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"15";"M";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"15";"¯";3
"S£UPSK";"STANIS£AWA SOJKI";"31146";"16";"M";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"16";"¯";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"18";"M";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"18";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"2";"M";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"2";"¯";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"20";"M";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"20";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"36";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"38";"M";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"38";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"4";"M";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"4";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"40";"M";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"40";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"42";"M";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"42";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"44";"M";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"44";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"46";"M";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"46";"¯";3
"S£UPSK";"STANIS£AWA SOJKI";"31146";"48";"M";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"48";"¯";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"54";"M";3
"S£UPSK";"STANIS£AWA SOJKI";"31146";"54";"¯";3
"S£UPSK";"STANIS£AWA SOJKI";"31146";"6";"M";3
"S£UPSK";"STANIS£AWA SOJKI";"31146";"6";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"7";"¯";2
"S£UPSK";"STANIS£AWA SOJKI";"31146";"9";"M";1
"S£UPSK";"STANIS£AWA SOJKI";"31146";"9";"¯";2
"S£UPSK";"STANIS£AWA STASZICA";"21071";"10";"M";1
"S£UPSK";"STANIS£AWA STASZICA";"21071";"11";"M";9
"S£UPSK";"STANIS£AWA STASZICA";"21071";"11";"¯";11
"S£UPSK";"STANIS£AWA STASZICA";"21071";"13";"M";16
"S£UPSK";"STANIS£AWA STASZICA";"21071";"13";"¯";15
"S£UPSK";"STANIS£AWA STASZICA";"21071";"14";"M";1
"S£UPSK";"STANIS£AWA STASZICA";"21071";"14";"¯";2
"S£UPSK";"STANIS£AWA STASZICA";"21071";"3";"M";2
"S£UPSK";"STANIS£AWA STASZICA";"21071";"3";"¯";4
"S£UPSK";"STANIS£AWA STASZICA";"21071";"4";"M";6
"S£UPSK";"STANIS£AWA STASZICA";"21071";"4";"¯";4
"S£UPSK";"STANIS£AWA STASZICA";"21071";"5";"M";10
"S£UPSK";"STANIS£AWA STASZICA";"21071";"5";"¯";8
"S£UPSK";"STANIS£AWA STASZICA";"21071";"6";"M";8
"S£UPSK";"STANIS£AWA STASZICA";"21071";"6";"¯";4
"S£UPSK";"STANIS£AWA STASZICA";"21071";"7";"M";12
"S£UPSK";"STANIS£AWA STASZICA";"21071";"7";"¯";10
"S£UPSK";"STANIS£AWA STASZICA";"21071";"8";"M";5
"S£UPSK";"STANIS£AWA STASZICA";"21071";"8";"¯";5
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"10";"M";4
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"10";"¯";3
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"10A";"M";4
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"10A";"¯";5
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"12";"M";3
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"12";"¯";4
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"14";"M";3
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"14";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16A";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16A";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16B";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16B";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16C";"¯";3
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16D";"¯";4
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16E";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16E";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16F";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16F";"¯";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16G";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16H";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16H";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16I";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"16I";"¯";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"18";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"18";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"18-18C";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"18-18C";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"18A";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"18A";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"18B";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"18B";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"2";"M";3
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"2";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"22";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"22";"¯";3
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"24";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"24";"¯";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"28";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"28";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"30";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"30";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"32";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"32";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"34";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"34";"¯";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"36";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"36";"¯";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"4";"M";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"4";"¯";2
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"8";"M";1
"S£UPSK";"STANIS£AWA SZARMACHA";"36561";"8";"¯";3
"S£UPSK";"STANIS£AWA SZPILEWSKIEGO";"46419";"13";"M";2
"S£UPSK";"STANIS£AWA SZPILEWSKIEGO";"46419";"13";"¯";1
"S£UPSK";"STANIS£AWA SZPILEWSKIEGO";"46419";"15";"M";4
"S£UPSK";"STANIS£AWA SZPILEWSKIEGO";"46419";"15";"¯";4
"S£UPSK";"STANIS£AWA SZPILEWSKIEGO";"46419";"15A";"M";2
"S£UPSK";"STANIS£AWA SZPILEWSKIEGO";"46419";"15A";"¯";2
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"10";"M";17
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"10";"¯";28
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"11";"M";25
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"11";"¯";30
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"12";"M";7
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"12";"¯";11
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"2";"M";18
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"2";"¯";16
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"3";"M";14
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"3";"¯";16
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"4";"M";19
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"4";"¯";13
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"5";"M";15
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"5";"¯";10
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"6";"M";17
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"6";"¯";20
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"7";"M";18
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"7";"¯";28
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"8";"M";13
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"8";"¯";18
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"9";"M";17
"S£UPSK";"STANIS£AWA WYSPIAÑSKIEGO";"25084";"9";"¯";27
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"1";"M";4
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"1";"¯";3
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"10";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"10";"¯";4
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"11";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"11";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"12";"M";6
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"12";"¯";4
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"13";"M";5
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"13";"¯";6
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"14";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"14";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"15";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"15";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"16";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"1A";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"1A";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"2";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"2";"¯";8
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"3";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"4";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"5";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"54";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"54";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"55";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"55";"¯";3
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"56";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"56";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"57";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"57";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"58";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"58";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"59";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"59";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"6";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"6";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"60";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"60";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"61";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"61";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"62";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"62";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"63";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"63";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"64";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"64";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"65";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"65";"¯";3
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"66";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"67";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"68";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"68";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"69";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"69";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"7";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"7";"¯";3
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"70";"M";4
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"70";"¯";6
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"71";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"71";"¯";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"72";"M";3
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"72";"¯";5
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"73";"M";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"73";"¯";1
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"9";"M";2
"S£UPSK";"STANIS£AWA ¯Ó£KIEWSKIEGO";"26530";"9";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"1";"M";86
"S£UPSK";"STEFANA BANACHA";"00666";"1";"¯";100
"S£UPSK";"STEFANA BANACHA";"00666";"10A";"M";34
"S£UPSK";"STEFANA BANACHA";"00666";"10A";"¯";40
"S£UPSK";"STEFANA BANACHA";"00666";"11";"M";97
"S£UPSK";"STEFANA BANACHA";"00666";"11";"¯";148
"S£UPSK";"STEFANA BANACHA";"00666";"11A";"M";2
"S£UPSK";"STEFANA BANACHA";"00666";"11A";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"12A";"M";63
"S£UPSK";"STEFANA BANACHA";"00666";"12A";"¯";63
"S£UPSK";"STEFANA BANACHA";"00666";"12B";"M";70
"S£UPSK";"STEFANA BANACHA";"00666";"12B";"¯";89
"S£UPSK";"STEFANA BANACHA";"00666";"14";"M";3
"S£UPSK";"STEFANA BANACHA";"00666";"14";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"14A";"M";2
"S£UPSK";"STEFANA BANACHA";"00666";"14A";"¯";2
"S£UPSK";"STEFANA BANACHA";"00666";"16";"M";2
"S£UPSK";"STEFANA BANACHA";"00666";"16";"¯";2
"S£UPSK";"STEFANA BANACHA";"00666";"17";"M";3
"S£UPSK";"STEFANA BANACHA";"00666";"17";"¯";3
"S£UPSK";"STEFANA BANACHA";"00666";"17B";"M";3
"S£UPSK";"STEFANA BANACHA";"00666";"17B";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"17C";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"17C";"¯";3
"S£UPSK";"STEFANA BANACHA";"00666";"18B<";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"18B<";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"18C";"M";2
"S£UPSK";"STEFANA BANACHA";"00666";"18C";"¯";2
"S£UPSK";"STEFANA BANACHA";"00666";"18EB";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"18EB";"¯";4
"S£UPSK";"STEFANA BANACHA";"00666";"18F";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"18F";"¯";2
"S£UPSK";"STEFANA BANACHA";"00666";"18G";"M";4
"S£UPSK";"STEFANA BANACHA";"00666";"18G";"¯";4
"S£UPSK";"STEFANA BANACHA";"00666";"18H";"M";3
"S£UPSK";"STEFANA BANACHA";"00666";"18H";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"18I";"M";2
"S£UPSK";"STEFANA BANACHA";"00666";"18I";"¯";2
"S£UPSK";"STEFANA BANACHA";"00666";"18J";"M";4
"S£UPSK";"STEFANA BANACHA";"00666";"18J";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"19";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"19";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"20";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"20";"¯";2
"S£UPSK";"STEFANA BANACHA";"00666";"20A";"M";2
"S£UPSK";"STEFANA BANACHA";"00666";"20A<";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"20A<";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"20B";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"20C";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"20C";"¯";2
"S£UPSK";"STEFANA BANACHA";"00666";"20D";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"20D";"¯";3
"S£UPSK";"STEFANA BANACHA";"00666";"20G";"M";2
"S£UPSK";"STEFANA BANACHA";"00666";"20G";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"20I";"M";3
"S£UPSK";"STEFANA BANACHA";"00666";"20I";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"21";"M";2
"S£UPSK";"STEFANA BANACHA";"00666";"21";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"23";"M";1
"S£UPSK";"STEFANA BANACHA";"00666";"23";"¯";1
"S£UPSK";"STEFANA BANACHA";"00666";"25";"M";1
