-------------------------------------------------------------------------------------
SELECT ms_nazwa_miasta,ul_nazwa_ulicy,ul_sym_ul,ob_nr_domu,ob_nr_lokalu,ob_plec,count(*) FROM ewd_obywatele,ewd_miasta,ewd_ulice 
WHERE ob_status IN('S','C') AND 
ob_ms_kod_miasta=ms_kod_miasta AND ob_ul_kod_ulicy=ul_kod_ulicy GROUP BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu,
ob_nr_lokalu,ob_plec 
ORDER BY ms_nazwa_miasta, ul_nazwa_ulicy, ul_sym_ul, ob_nr_domu,ob_nr_lokalu,ob_plec;
---------------------------------------------------------------------------------
"MS_NAZWA_MIASTA";"UL_NAZWA_ULICY";"UL_SYM_UL";"OB_NR_DOMU";"OB_NR_LOKALU";"OB_PLEC";"COUNT(*)"
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"2";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"2";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"3";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"3";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"4A<";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"4A<";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"6";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"6A";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"7";"¯";4
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"7";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"8A";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"8A";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"117";"9";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"1";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"1";"¯";4
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"10";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"11";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"12";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"12";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"13";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"13";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"14";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"14";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"3";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"3";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"4";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"5";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"6";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"6";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"7";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"8";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"8";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"118";"9";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"2";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"3";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"3";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"4";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"5";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"5";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"6";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"6";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"7";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"7";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"8";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"119";"8";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"1";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"10";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"10";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"2";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"3";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"3";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"4";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"4";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"5";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"5";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"6";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"8";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"120";"9";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"32";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"38";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"38";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"39";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"39";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"40";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"40";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"42";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"42";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"45";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"45";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"121";"46";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"14";"";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"15";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"15";"1";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"15";"2";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"15";"2";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"15";"3";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"16";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"16";"2";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"16";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"17";"";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"18";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"18";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"18";"3";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"19";"2";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"19";"2";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"19";"";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"19";"";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"19A";"1";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"19A";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"19A";"3";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"19A";"3";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"1";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"1";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"3";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"3";"¯";5
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"4A";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"5";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"5";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"6";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"8";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"2";"8";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"20";"1";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"20";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"20";"";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"21";"A";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"21";"";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"21";"";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"21A";"";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"21A";"";"¯";4
"S£UPSK";"PRZEMYS£OWA";"17742";"22";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"22";"2";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"22";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"22";"";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"22";"";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"26";"";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"27";"";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"27";"";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"28";"1";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"28";"1";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"28";"2";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"28";"2";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"29";"";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2-OF";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2-OF";"1";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2-OF";"2";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"2-OF";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2-OF";"4";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"2-OF";"7";"M";4
"S£UPSK";"PRZEMYS£OWA";"17742";"2-OF";"7";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"2O<F<";"5-6";"¯";4
"S£UPSK";"PRZEMYS£OWA";"17742";"2O<F<";"5-6";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"30";"";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"31";"";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"32";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"32";"1";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"32";"2";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"104";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"105";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"109";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"109";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"115";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"116";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"117";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"119-1";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"119-1";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"2";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"2";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"200";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"208";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"212";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"212";"M";8
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"213";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"216";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"217-2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"217-2";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"33";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"37";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"38";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"38";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"42";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"43";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"43";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"44";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33";"5";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A";"210";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"33A";"210";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"33A";"214A";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A";"40";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"100";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"107";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"107";"M";4
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"108";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"116A";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"116A";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"209";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"3";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"3";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"31";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"31";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"39";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"4";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"4";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"33A<";"41";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"1";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"1";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"10";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"10";"M";4
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"11";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"3";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"4";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"4";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"5";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"6";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"6";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"7";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"8";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"8";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"9";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"5";"9";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"1";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"10";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"11";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"11";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"12A";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"12A";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"13";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"13";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"3";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"5";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"5";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"6";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"6";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"7";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"7";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"8";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6";"8";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"68";"1";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"68";"1";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"68";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"68";"2";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"69";"";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"69";"";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"6A";"19";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6A<";"16";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6A<";"16";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6A<";"20";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6A<";"20";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"6-OF";"21";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"10";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"10";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"11";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"12";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"1A";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"2";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"3";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"4";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"5";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"5";"¯";3
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"6";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"6";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"7";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"7";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"8";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"8";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"9";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"7";"9";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"70";"1";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"70";"2";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"13";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"14";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"14";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"15";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"16";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"17";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"17";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"19";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"19";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"20";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"20";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"21";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"21";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"22";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"7A";"22";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"1";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"1";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"10";"M";2
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"10";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"2";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"2";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"3";"M";3
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"4";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"4";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"5";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"5";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"6";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"6";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"7";"M";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"7";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"8";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"8";"9";"¯";1
"S£UPSK";"PRZEMYS£OWA";"17742";"98";"";"¯";2
"S£UPSK";"PRZEMYS£OWA";"17742";"98";"";"M";3
"S£UPSK";"PSIE POLE";"18024";"10";"10";"M";3
"S£UPSK";"PSIE POLE";"18024";"10";"12";"M";1
"S£UPSK";"PSIE POLE";"18024";"10";"12";"¯";1
"S£UPSK";"PSIE POLE";"18024";"10";"13";"M";1
"S£UPSK";"PSIE POLE";"18024";"10";"13";"¯";2
"S£UPSK";"PSIE POLE";"18024";"10";"2";"¯";2
"S£UPSK";"PSIE POLE";"18024";"10";"2";"M";3
"S£UPSK";"PSIE POLE";"18024";"10";"3";"¯";2
"S£UPSK";"PSIE POLE";"18024";"10";"4";"¯";1
"S£UPSK";"PSIE POLE";"18024";"10";"4";"M";2
"S£UPSK";"PSIE POLE";"18024";"10";"5";"¯";2
"S£UPSK";"PSIE POLE";"18024";"10";"5";"M";2
"S£UPSK";"PSIE POLE";"18024";"10";"6";"¯";1
"S£UPSK";"PSIE POLE";"18024";"10";"6";"M";1
"S£UPSK";"PSIE POLE";"18024";"10";"7";"M";1
"S£UPSK";"PSIE POLE";"18024";"10";"8";"¯";1
"S£UPSK";"PSIE POLE";"18024";"10";"9";"M";3
"S£UPSK";"PSIE POLE";"18024";"10";"9";"¯";2
"S£UPSK";"PSIE POLE";"18024";"12";"2";"M";1
"S£UPSK";"PSIE POLE";"18024";"12";"2";"¯";1
"S£UPSK";"PSIE POLE";"18024";"12";"3";"¯";1
"S£UPSK";"PSIE POLE";"18024";"12";"4";"M";1
"S£UPSK";"PSIE POLE";"18024";"12";"4";"¯";1
"S£UPSK";"PSIE POLE";"18024";"12";"5";"¯";2
"S£UPSK";"PSIE POLE";"18024";"12";"6";"M";1
"S£UPSK";"PSIE POLE";"18024";"12";"6";"¯";5
"S£UPSK";"PSIE POLE";"18024";"12";"7";"M";3
"S£UPSK";"PSIE POLE";"18024";"12";"7";"¯";2
"S£UPSK";"PSIE POLE";"18024";"12";"8";"¯";1
"S£UPSK";"PSIE POLE";"18024";"3";"";"¯";2
"S£UPSK";"PSIE POLE";"18024";"3";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"10";"";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"15";"";"¯";5
"S£UPSK";"RAC£AWICKA";"18273";"15";"";"M";5
"S£UPSK";"RAC£AWICKA";"18273";"16";"1";"¯";4
"S£UPSK";"RAC£AWICKA";"18273";"16";"1";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"16";"2";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"17";"";"M";2
"S£UPSK";"RAC£AWICKA";"18273";"17";"";"¯";2
"S£UPSK";"RAC£AWICKA";"18273";"18";"1";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"18";"";"¯";4
"S£UPSK";"RAC£AWICKA";"18273";"18";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"18A";"";"M";2
"S£UPSK";"RAC£AWICKA";"18273";"18A";"";"¯";2
"S£UPSK";"RAC£AWICKA";"18273";"18B";"";"¯";2
"S£UPSK";"RAC£AWICKA";"18273";"19";"2";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"19";"2";"¯";3
"S£UPSK";"RAC£AWICKA";"18273";"2";"2";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"2";"3";"¯";2
"S£UPSK";"RAC£AWICKA";"18273";"2";"3";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"20";"";"¯";2
"S£UPSK";"RAC£AWICKA";"18273";"20";"";"M";2
"S£UPSK";"RAC£AWICKA";"18273";"20A";"";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"21";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"21";"";"¯";3
"S£UPSK";"RAC£AWICKA";"18273";"22";"1";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"22";"2";"M";2
"S£UPSK";"RAC£AWICKA";"18273";"22A";"";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"22A";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"23";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"24";"";"M";3
"S£UPSK";"RAC£AWICKA";"18273";"24";"";"¯";5
"S£UPSK";"RAC£AWICKA";"18273";"24A";"";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"24A";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"25";"";"¯";2
"S£UPSK";"RAC£AWICKA";"18273";"25";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"26";"";"M";2
"S£UPSK";"RAC£AWICKA";"18273";"26";"";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"28";"";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"28A";"";"¯";2
"S£UPSK";"RAC£AWICKA";"18273";"28A";"";"M";2
"S£UPSK";"RAC£AWICKA";"18273";"29";"1";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"29";"1";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"3";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"30";"1";"¯";5
"S£UPSK";"RAC£AWICKA";"18273";"30";"1";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"30";"2";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"31";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"31";"";"¯";3
"S£UPSK";"RAC£AWICKA";"18273";"32";"";"M";1
"S£UPSK";"RAC£AWICKA";"18273";"32";"";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"4";"2";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"5";"";"M";2
"S£UPSK";"RAC£AWICKA";"18273";"5";"";"¯";2
"S£UPSK";"RAC£AWICKA";"18273";"6";"1";"¯";1
"S£UPSK";"RAC£AWICKA";"18273";"6";"1";"M";2
"S£UPSK";"RAC£AWICKA";"18273";"6";"2";"¯";1
